student_id,track,grade_level,academic_year,semester,gender,curriculum_relevance_rating,learning_pace_appropriateness,individual_support_availability,learning_style_accommodation,teaching_quality_rating,learning_environment_rating,peer_interaction_satisfaction,extracurricular_satisfaction,academic_progress_rating,skill_development_rating,critical_thinking_improvement,problem_solving_confidence,physical_safety_rating,psychological_safety_rating,bullying_prevention_effectiveness,emergency_preparedness_rating,mental_health_support_rating,stress_management_support,physical_health_support,overall_wellbeing_rating,overall_satisfaction,positive_aspects,improvement_suggestions,additional_comments,consent_given,ip_address,attendance_rate,grade_average,participation_score,extracurricular_hours,counseling_sessions,created_at,updated_at,learner_needs_index,satisfaction_score,success_index,safety_index,wellbeing_index
CSS-5317,CSS,11,2025-2026,2nd Semester,Female,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,Learning pace is okay but could be better,"Some good points, some areas for improvement",Learning pace is okay but could be better,True,192.168.255.180,87.27,2.45,3,7,2,2025-06-01T15:10:04.114271,2025-06-01T15:10:04.114271,3.75,4.0,4.0,4.0,3.75
CSS-3436,CSS,11,2025-2026,1st Semester,Prefer not to say,2,3,2,3,2,3,3,3,3,3,3,3,4,4,3,4,3,3,3,3,3,Satisfactory learning environment,Resources and facilities need upgrading,The learning pace is too fast for me,True,192.168.59.31,82.06,1.97,2,4,3,2025-06-03T15:10:04.114271,2025-06-03T15:10:04.114271,2.5,2.75,3.0,3.75,3.0
CSS-1834,CSS,11,2025-2026,1st Semester,Male,5,4,5,5,4,4,4,4,4,4,5,4,5,4,4,5,4,4,4,5,4,The curriculum is relevant and well-structured,Some improvements needed in teaching methods,Excellent facilities and resources available,True,192.168.98.105,92.4,3.45,4,16,1,2025-06-05T15:10:04.114271,2025-06-05T15:10:04.114271,4.75,4.0,4.25,4.5,4.25
CSS-7997,CSS,12,2025-2026,2nd Semester,Male,3,2,2,3,2,3,3,2,3,2,3,3,3,4,4,3,4,3,2,2,3,Satisfactory learning environment,Curriculum feels outdated and irrelevant,Teaching methods need significant improvement,True,192.168.165.14,76.09,1.78,2,9,0,2025-06-07T15:10:04.114271,2025-06-07T15:10:04.114271,2.5,2.5,2.75,3.5,2.75
CSS-3977,CSS,11,2025-2026,2nd Semester,Female,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,Resources are adequate but not exceptional,Satisfactory learning environment,It's fine but could be more engaging,True,192.168.11.1,80.64,2.58,3,1,2,2025-06-08T15:10:04.114271,2025-06-08T15:10:04.114271,4.0,3.5,3.75,4.0,4.0
CSS-5133,CSS,12,2025-2026,1st Semester,Male,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,Satisfactory learning environment,Limited support for struggling students,Resources and facilities need upgrading,True,192.168.243.126,81.69,1.76,3,11,2,2025-06-10T15:10:04.114271,2025-06-10T15:10:04.114271,3.0,3.25,3.0,3.25,2.75
CSS-6920,CSS,11,2025-2026,2nd Semester,Male,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,4,Some improvements needed in teaching methods,Some areas need improvement,The program meets basic expectations,True,192.168.191.200,92.21,2.28,3,18,2,2025-06-12T15:10:04.114271,2025-06-12T15:10:04.114271,4.0,3.75,3.5,4.0,3.75
CSS-3137,CSS,12,2025-2026,1st Semester,Female,4,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,4,4,Average experience overall,Satisfactory learning environment,Average experience overall,True,192.168.162.191,90.04,2.42,3,19,0,2025-06-14T15:10:04.114271,2025-06-14T15:10:04.114271,3.75,4.0,3.5,4.0,3.75
CSS-6618,CSS,11,2025-2026,1st Semester,Other,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4,4,4,4,The curriculum is relevant and well-structured,Some improvements needed in teaching methods,The school provides great support services,True,192.168.78.186,90.52,3.25,4,15,0,2025-06-16T15:10:04.114271,2025-06-16T15:10:04.114271,4.0,4.0,4.0,4.5,4.25
CSS-5137,CSS,11,2025-2026,2nd Semester,Female,4,4,3,3,3,4,4,4,4,3,3,4,4,4,4,4,3,3,3,4,4,Learning pace is okay but could be better,Some areas need improvement,Learning pace is okay but could be better,True,192.168.229.225,82.71,2.42,3,17,1,2025-06-17T15:10:04.114271,2025-06-17T15:10:04.114271,3.5,3.75,3.5,4.0,3.25
CSS-9255,CSS,11,2025-2026,2nd Semester,Male,2,3,2,3,2,2,2,2,3,2,3,2,2,2,3,3,3,2,3,2,2,The program meets basic expectations,The learning pace is too fast for me,Feel overwhelmed and unsupported,True,192.168.203.6,66.3,1.58,1,5,4,2025-06-19T15:10:04.114271,2025-06-19T15:10:04.114271,2.5,2.0,2.5,2.5,2.5
CSS-7512,CSS,11,2025-2026,1st Semester,Female,3,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,Learning pace is okay but could be better,Satisfactory learning environment,The curriculum could be more relevant to real-world applications,True,192.168.127.176,81.88,2.73,3,17,2,2025-06-21T15:10:04.114271,2025-06-21T15:10:04.114271,3.5,3.5,4.0,4.0,3.75
CSS-5448,CSS,12,2025-2026,2nd Semester,Male,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Great learning environment and helpful instructors,Average experience overall,Very satisfied with the overall learning experience,True,192.168.53.48,100.0,3.95,4,0,0,2025-06-23T15:10:04.114271,2025-06-23T15:10:04.114271,5.0,5.0,5.0,5.0,5.0
CSS-4609,CSS,12,2025-2026,2nd Semester,Male,4,3,3,4,3,4,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,"Some good points, some areas for improvement",Some areas need improvement,The program meets basic expectations,True,192.168.76.182,84.59,2.74,3,8,2,2025-06-25T15:10:04.114271,2025-06-25T15:10:04.114271,3.5,3.5,3.75,4.0,3.75
CSS-3427,CSS,11,2025-2026,2nd Semester,Male,4,4,4,4,4,5,4,4,4,5,5,4,5,5,5,5,4,4,4,4,4,The curriculum is relevant and well-structured,The curriculum could be more relevant to real-world applications,Very satisfied with the overall learning experience,True,192.168.242.227,91.05,3.5,4,8,0,2025-06-26T15:10:04.114271,2025-06-26T15:10:04.114271,4.0,4.25,4.5,5.0,4.0
CSS-7047,CSS,11,2025-2026,1st Semester,Female,3,4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,3,4,3,4,4,The curriculum could be more relevant to real-world applications,It's fine but could be more engaging,Average experience overall,True,192.168.84.22,83.73,2.38,3,17,1,2025-06-28T15:10:04.114271,2025-06-28T15:10:04.114271,3.75,3.75,3.25,4.0,3.5
CSS-1170,CSS,12,2025-2026,1st Semester,Female,3,3,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,2,3,3,3,The program meets basic expectations,Need better mental health support services,Limited support for struggling students,True,192.168.211.92,82.79,1.98,2,7,5,2025-06-30T15:10:04.114271,2025-06-30T15:10:04.114271,2.75,2.75,2.75,3.0,2.75
CSS-5216,CSS,11,2025-2026,2nd Semester,Other,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Great learning environment and helpful instructors,Learning pace is okay but could be better,The teaching quality is excellent and very engaging,True,192.168.223.161,94.18,3.87,4,20,2,2025-07-02T15:10:04.114271,2025-07-02T15:10:04.114271,5.0,5.0,5.0,5.0,5.0
CSS-7479,CSS,12,2025-2026,1st Semester,Female,4,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,Satisfactory learning environment,It's fine but could be more engaging,Some areas need improvement,True,192.168.40.115,85.78,2.62,3,7,2,2025-07-03T15:10:04.114271,2025-07-03T15:10:04.114271,4.0,3.5,3.75,4.0,3.75
CSS-4031,CSS,11,2025-2026,2nd Semester,Male,3,3,3,3,3,3,3,3,2,4,4,3,3,3,3,4,4,3,2,4,3,The program meets basic expectations,Not enough practical hands-on experience,Resources and facilities need upgrading,True,192.168.209.221,82.13,2.3,3,5,1,2025-07-05T15:10:04.114271,2025-07-05T15:10:04.114271,3.0,3.0,3.25,3.25,3.25
CSS-7458,CSS,12,2025-2026,1st Semester,Female,4,4,3,4,4,3,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,Learning pace is okay but could be better,Satisfactory learning environment,The curriculum could be more relevant to real-world applications,True,192.168.176.156,79.94,2.52,3,6,0,2025-07-07T15:10:04.114271,2025-07-07T15:10:04.114271,3.75,3.25,3.5,4.0,4.0
CSS-3249,CSS,12,2025-2026,1st Semester,Female,4,5,4,4,4,4,5,4,4,4,5,4,5,5,5,5,5,5,5,5,4,Excellent facilities and resources available,Some improvements needed in teaching methods,The school provides great support services,True,192.168.187.193,90.76,3.52,4,0,2,2025-07-09T15:10:04.114271,2025-07-09T15:10:04.114271,4.25,4.25,4.25,5.0,5.0
CSS-2369,CSS,11,2025-2026,1st Semester,Male,4,5,5,4,5,4,4,4,4,4,5,4,5,5,5,5,4,5,4,5,4,Excellent facilities and resources available,The curriculum could be more relevant to real-world applications,I feel supported in my learning journey,True,192.168.69.37,99.55,3.6,4,20,2,2025-07-11T15:10:04.114271,2025-07-11T15:10:04.114271,4.5,4.25,4.25,5.0,4.5
CSS-8871,CSS,12,2025-2026,1st Semester,Male,5,4,4,4,5,4,4,4,4,4,5,4,5,5,5,5,4,4,4,5,4,The teaching quality is excellent and very engaging,The curriculum could be more relevant to real-world applications,Very satisfied with the overall learning experience,True,192.168.195.145,94.7,3.52,4,14,0,2025-07-13T15:10:04.114271,2025-07-13T15:10:04.114271,4.25,4.25,4.25,5.0,4.25
CSS-3016,CSS,11,2025-2026,2nd Semester,Female,3,4,3,4,4,4,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,Satisfactory learning environment,It's fine but could be more engaging,Average experience overall,True,192.168.6.212,84.9,2.68,3,1,0,2025-07-14T15:10:04.114271,2025-07-14T15:10:04.114271,3.5,3.5,3.75,4.0,3.75
CSS-1393,CSS,11,2025-2026,1st Semester,Other,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Some improvements needed in teaching methods,"Some good points, some areas for improvement",It's fine but could be more engaging,True,192.168.59.110,88.33,2.72,3,12,0,2025-07-16T15:10:04.114271,2025-07-16T15:10:04.114271,3.5,4.0,4.0,4.0,4.0
CSS-2804,CSS,11,2025-2026,2nd Semester,Male,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,Resources are adequate but not exceptional,It's fine but could be more engaging,It's fine but could be more engaging,True,192.168.58.27,90.68,2.52,4,9,1,2025-07-18T15:10:04.114271,2025-07-18T15:10:04.114271,3.75,4.0,4.0,4.0,3.75
CSS-3917,CSS,11,2025-2026,1st Semester,Female,4,4,4,4,5,4,4,5,4,5,4,4,5,4,5,5,4,5,4,4,4,Love the hands-on learning approach,The curriculum could be more relevant to real-world applications,Love the hands-on learning approach,True,192.168.110.136,94.69,3.38,4,10,2,2025-07-20T15:10:04.114271,2025-07-20T15:10:04.114271,4.0,4.5,4.25,4.75,4.25
CSS-5441,CSS,12,2025-2026,2nd Semester,Female,4,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,It's fine but could be more engaging,It's fine but could be more engaging,Resources are adequate but not exceptional,True,192.168.235.128,81.54,2.58,3,11,1,2025-07-22T15:10:04.114271,2025-07-22T15:10:04.114271,3.75,3.5,4.0,4.0,4.0
CSS-8318,CSS,11,2025-2026,2nd Semester,Male,2,3,3,3,3,4,3,4,3,3,3,2,4,3,3,3,2,3,2,3,3,Some improvements needed in teaching methods,Some areas need improvement,Learning pace is okay but could be better,True,192.168.185.204,86.17,1.74,3,15,0,2025-07-23T15:10:04.114271,2025-07-23T15:10:04.114271,2.75,3.5,2.75,3.25,2.5
CSS-3979,CSS,11,2025-2026,2nd Semester,Prefer not to say,4,5,4,4,5,4,4,4,5,5,5,4,5,5,5,5,4,4,4,4,4,Excellent facilities and resources available,Learning pace is okay but could be better,Great learning environment and helpful instructors,True,192.168.197.99,95.31,3.53,4,11,1,2025-07-25T15:10:04.114271,2025-07-25T15:10:04.114271,4.25,4.25,4.75,5.0,4.0
CSS-5028,CSS,12,2025-2026,1st Semester,Female,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Satisfactory learning environment,The program meets basic expectations,"Some good points, some areas for improvement",True,192.168.99.108,91.16,2.97,3,17,1,2025-07-27T15:10:04.114271,2025-07-27T15:10:04.114271,3.75,4.0,4.0,4.0,4.0
CSS-7911,CSS,11,2025-2026,2nd Semester,Male,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,Satisfactory learning environment,"Some good points, some areas for improvement",The program meets basic expectations,True,192.168.135.148,90.86,2.78,3,7,2,2025-07-29T15:10:04.114271,2025-07-29T15:10:04.114271,4.0,3.75,4.0,4.0,3.75
CSS-3188,CSS,11,2025-2026,2nd Semester,Female,4,5,4,5,4,5,4,5,4,4,4,4,5,5,5,5,5,4,4,4,4,Love the hands-on learning approach,The curriculum could be more relevant to real-world applications,The curriculum is relevant and well-structured,True,192.168.236.29,99.28,3.44,4,1,1,2025-07-31T15:10:04.114271,2025-07-31T15:10:04.114271,4.5,4.5,4.0,5.0,4.25
CSS-4679,CSS,11,2025-2026,2nd Semester,Male,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,4,Learning pace is okay but could be better,Satisfactory learning environment,Satisfactory learning environment,True,192.168.15.192,85.2,2.76,3,4,0,2025-08-01T15:10:04.114271,2025-08-01T15:10:04.114271,3.5,4.0,3.75,4.0,3.25
CSS-2736,CSS,12,2025-2026,2nd Semester,Male,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Great learning environment and helpful instructors,Average experience overall,The teaching quality is excellent and very engaging,True,192.168.170.149,97.39,4.0,4,2,1,2025-08-03T15:10:04.114271,2025-08-03T15:10:04.114271,5.0,5.0,5.0,5.0,5.0
CSS-2262,CSS,12,2025-2026,1st Semester,Male,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,Learning pace is okay but could be better,Some areas need improvement,Learning pace is okay but could be better,True,192.168.4.146,76.19,2.18,2,13,0,2025-08-05T15:10:04.114271,2025-08-05T15:10:04.114271,3.0,3.0,3.0,3.5,3.0
CSS-6526,CSS,12,2025-2026,2nd Semester,Male,3,3,4,3,4,3,3,3,3,3,3,3,4,3,4,4,3,4,3,2,3,Satisfactory learning environment,It's fine but could be more engaging,The program meets basic expectations,True,192.168.114.201,79.06,2.09,3,20,2,2025-08-07T15:10:04.114271,2025-08-07T15:10:04.114271,3.25,3.25,3.0,3.75,3.0
CSS-1178,CSS,11,2025-2026,1st Semester,Female,4,4,4,5,5,5,5,4,4,4,5,4,4,5,5,5,4,5,4,4,4,I feel supported in my learning journey,Some improvements needed in teaching methods,The teaching quality is excellent and very engaging,True,192.168.102.214,95.56,3.41,4,13,2,2025-08-09T15:10:04.114271,2025-08-09T15:10:04.114271,4.25,4.75,4.25,4.75,4.25
CSS-3569,CSS,12,2025-2026,1st Semester,Male,2,2,2,2,2,3,2,3,3,2,3,3,3,3,3,3,2,2,2,2,2,The program meets basic expectations,Not satisfied with the learning environment,Limited support for struggling students,True,192.168.70.250,75.53,1.46,2,2,4,2025-08-10T15:10:04.114271,2025-08-10T15:10:04.114271,2.0,2.5,2.75,3.0,2.0
CSS-2264,CSS,11,2025-2026,1st Semester,Male,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Learning pace is okay but could be better,It's fine but could be more engaging,It's fine but could be more engaging,True,192.168.210.178,87.72,2.7,3,14,1,2025-08-12T15:10:04.114271,2025-08-12T15:10:04.114271,3.5,3.75,4.0,4.0,4.0
CSS-4190,CSS,11,2025-2026,2nd Semester,Female,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,It's fine but could be more engaging,The program meets basic expectations,Learning pace is okay but could be better,True,192.168.70.28,86.43,2.91,3,3,0,2025-08-14T15:10:04.114271,2025-08-14T15:10:04.114271,4.0,4.0,4.0,4.0,3.5
CSS-2070,CSS,12,2025-2026,1st Semester,Female,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,Some areas need improvement,Some areas need improvement,Average experience overall,True,192.168.55.153,86.0,2.77,3,0,1,2025-08-16T15:10:04.114271,2025-08-16T15:10:04.114271,4.0,4.0,3.75,4.0,4.0
CSS-1735,CSS,12,2025-2026,1st Semester,Prefer not to say,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,Average experience overall,Some areas need improvement,Average experience overall,True,192.168.145.253,83.72,2.72,3,15,0,2025-08-18T15:10:04.114271,2025-08-18T15:10:04.114271,3.75,3.75,3.75,4.0,4.0
CSS-9195,CSS,12,2025-2026,2nd Semester,Prefer not to say,4,5,5,4,5,4,4,5,5,4,4,4,5,5,5,5,4,4,5,4,5,I feel supported in my learning journey,Learning pace is okay but could be better,The teaching quality is excellent and very engaging,True,192.168.50.81,95.17,3.57,4,12,2,2025-08-19T15:10:04.114271,2025-08-19T15:10:04.114271,4.5,4.5,4.25,5.0,4.25
CSS-3460,CSS,12,2025-2026,1st Semester,Female,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,Learning pace is okay but could be better,Some areas need improvement,Some areas need improvement,True,192.168.7.151,84.21,2.43,3,12,1,2025-08-21T15:10:04.114271,2025-08-21T15:10:04.114271,4.0,4.0,4.0,4.0,3.75
CSS-2528,CSS,11,2025-2026,2nd Semester,Male,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,The curriculum could be more relevant to real-world applications,Satisfactory learning environment,Learning pace is okay but could be better,True,192.168.244.184,90.05,2.96,3,7,0,2025-08-23T15:10:04.114271,2025-08-23T15:10:04.114271,3.75,3.75,4.0,4.0,4.0
CSS-6554,CSS,12,2025-2026,2nd Semester,Female,3,3,3,3,3,3,3,4,3,3,3,3,3,4,4,4,4,3,2,3,3,Learning pace is okay but could be better,It's fine but could be more engaging,The program meets basic expectations,True,192.168.75.93,76.98,2.02,3,19,1,2025-08-25T15:10:04.114271,2025-08-25T15:10:04.114271,3.0,3.25,3.0,3.75,3.0
CSS-9151,CSS,11,2025-2026,1st Semester,Female,4,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,5,5,Excellent facilities and resources available,Some improvements needed in teaching methods,The curriculum is relevant and well-structured,True,192.168.25.207,91.63,3.34,4,0,0,2025-08-27T15:10:04.114271,2025-08-27T15:10:04.114271,4.5,4.0,4.25,5.0,4.5
CSS-3780,CSS,12,2025-2026,1st Semester,Female,4,3,3,3,3,3,3,4,3,4,4,3,4,3,4,4,3,3,4,3,3,Resources are adequate but not exceptional,"Some good points, some areas for improvement",Some improvements needed in teaching methods,True,192.168.240.76,78.93,2.09,3,5,0,2025-08-28T15:10:04.114271,2025-08-28T15:10:04.114271,3.25,3.25,3.5,3.75,3.25
CSS-8548,CSS,11,2025-2026,1st Semester,Female,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Some areas need improvement,Satisfactory learning environment,Some improvements needed in teaching methods,True,192.168.67.253,88.64,3.16,3,15,1,2025-08-30T15:10:04.114271,2025-08-30T15:10:04.114271,4.0,4.0,4.0,4.0,4.0
CSS-5696,CSS,12,2025-2026,1st Semester,Male,3,3,3,3,3,3,4,3,4,4,4,3,3,3,3,4,3,4,3,3,3,Satisfactory learning environment,It's fine but could be more engaging,Some improvements needed in teaching methods,True,192.168.103.105,86.46,2.3,3,19,2,2025-09-01T15:10:04.114271,2025-09-01T15:10:04.114271,3.0,3.25,3.75,3.25,3.25
CSS-7769,CSS,12,2025-2026,2nd Semester,Male,4,5,5,5,4,4,5,5,4,4,4,4,5,5,5,5,4,5,5,4,5,Love the hands-on learning approach,Resources are adequate but not exceptional,Good balance between theory and practical work,True,192.168.130.116,98.1,3.27,4,8,2,2025-09-03T15:10:04.114271,2025-09-03T15:10:04.114271,4.75,4.5,4.0,5.0,4.5
CSS-5762,CSS,11,2025-2026,1st Semester,Female,4,4,4,4,5,5,5,5,4,4,4,4,5,5,5,5,4,4,4,5,5,The teaching quality is excellent and very engaging,Some improvements needed in teaching methods,Very satisfied with the overall learning experience,True,192.168.97.41,93.37,3.49,4,18,1,2025-09-04T15:10:04.114271,2025-09-04T15:10:04.114271,4.0,5.0,4.0,5.0,4.25
CSS-9767,CSS,11,2025-2026,2nd Semester,Female,2,3,3,2,3,2,2,3,3,2,2,3,3,2,3,3,2,3,3,2,3,Satisfactory learning environment,Feel overwhelmed and unsupported,Resources and facilities need upgrading,True,192.168.231.210,77.44,1.71,2,14,0,2025-09-06T15:10:04.114271,2025-09-06T15:10:04.114271,2.5,2.5,2.5,2.75,2.5
CSS-6198,CSS,11,2025-2026,2nd Semester,Male,4,5,5,4,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,4,5,I feel supported in my learning journey,Average experience overall,Excellent facilities and resources available,True,192.168.88.155,96.15,3.61,4,15,0,2025-09-08T15:10:04.114271,2025-09-08T15:10:04.114271,4.5,5.0,4.25,5.0,4.75
CSS-8699,CSS,12,2025-2026,1st Semester,Female,3,3,3,4,3,3,3,3,3,3,3,4,4,3,4,4,3,3,4,3,3,Satisfactory learning environment,Some areas need improvement,Resources are adequate but not exceptional,True,192.168.38.164,82.31,2.15,2,6,1,2025-09-10T15:10:04.114271,2025-09-10T15:10:04.114271,3.25,3.0,3.25,3.75,3.25
CSS-4496,CSS,12,2025-2026,2nd Semester,Prefer not to say,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Some good points, some areas for improvement",The program meets basic expectations,The curriculum could be more relevant to real-world applications,True,192.168.14.55,91.31,3.07,4,0,2,2025-09-12T15:10:04.114271,2025-09-12T15:10:04.114271,4.0,4.0,4.0,4.0,4.0
CSS-2338,CSS,11,2025-2026,1st Semester,Male,4,3,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,Resources are adequate but not exceptional,It's fine but could be more engaging,Some improvements needed in teaching methods,True,192.168.77.224,91.75,2.39,3,14,1,2025-09-14T15:10:04.114271,2025-09-14T15:10:04.114271,3.75,3.75,3.5,4.0,4.0
CSS-5864,CSS,11,2025-2026,2nd Semester,Male,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Resources are adequate but not exceptional,It's fine but could be more engaging,The curriculum could be more relevant to real-world applications,True,192.168.43.51,90.97,3.02,3,11,1,2025-09-15T15:10:04.114271,2025-09-15T15:10:04.114271,3.75,4.0,4.0,4.0,4.0
CSS-4253,CSS,12,2025-2026,2nd Semester,Female,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,The program meets basic expectations,It's fine but could be more engaging,It's fine but could be more engaging,True,192.168.20.186,88.92,3.34,3,18,2,2025-09-17T15:10:04.114271,2025-09-17T15:10:04.114271,3.75,3.75,4.0,4.0,3.5
CSS-6184,CSS,12,2025-2026,1st Semester,Female,5,5,4,5,5,4,4,5,4,5,4,5,5,5,5,5,4,4,4,5,5,Love the hands-on learning approach,The curriculum could be more relevant to real-world applications,Great learning environment and helpful instructors,True,192.168.30.203,94.41,3.73,4,13,1,2025-09-19T15:10:04.114271,2025-09-19T15:10:04.114271,4.75,4.5,4.5,5.0,4.25
CSS-4074,CSS,12,2025-2026,1st Semester,Male,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,The curriculum could be more relevant to real-world applications,The program meets basic expectations,Learning pace is okay but could be better,True,192.168.108.179,93.37,2.77,4,17,0,2025-09-21T15:10:04.114271,2025-09-21T15:10:04.114271,4.0,4.0,4.0,4.0,3.75
CSS-6960,CSS,11,2025-2026,1st Semester,Male,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Average experience overall,Satisfactory learning environment,Average experience overall,True,192.168.5.78,91.91,3.01,3,9,2,2025-09-23T15:10:04.114271,2025-09-23T15:10:04.114271,4.0,4.0,4.0,4.0,4.0
CSS-9887,CSS,12,2025-2026,2nd Semester,Male,3,3,3,3,3,3,3,4,3,4,4,3,3,3,4,3,3,4,3,3,3,Some improvements needed in teaching methods,The program meets basic expectations,Satisfactory learning environment,True,192.168.110.134,79.44,2.52,3,10,0,2025-09-24T15:10:04.114271,2025-09-24T15:10:04.114271,3.0,3.25,3.5,3.25,3.25
CSS-7251,CSS,11,2025-2026,1st Semester,Female,2,2,3,3,3,3,3,2,2,3,3,3,2,3,3,3,2,3,3,2,3,The program meets basic expectations,Feel overwhelmed and unsupported,Teaching methods need significant improvement,True,192.168.73.217,75.15,1.72,2,13,5,2025-09-26T15:10:04.114271,2025-09-26T15:10:04.114271,2.5,2.75,2.75,2.75,2.5
CSS-7738,CSS,11,2025-2026,1st Semester,Female,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Some good points, some areas for improvement",Some areas need improvement,Some improvements needed in teaching methods,True,192.168.27.128,85.93,3.01,3,19,2,2025-09-28T15:10:04.114271,2025-09-28T15:10:04.114271,4.0,3.75,4.0,4.0,4.0
CSS-4471,CSS,11,2025-2026,2nd Semester,Female,4,5,4,5,4,5,5,5,4,5,4,5,5,5,5,5,5,4,4,4,5,The school provides great support services,Resources are adequate but not exceptional,Good balance between theory and practical work,True,192.168.58.199,98.02,3.75,4,14,2,2025-09-30T15:10:04.114271,2025-09-30T15:10:04.114271,4.5,4.75,4.5,5.0,4.25
CSS-7484,CSS,12,2025-2026,2nd Semester,Male,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Average experience overall,The program meets basic expectations,Some improvements needed in teaching methods,True,192.168.2.241,91.32,3.17,4,11,0,2025-10-02T15:10:04.114271,2025-10-02T15:10:04.114271,4.0,4.0,4.0,4.0,4.0
CSS-7792,CSS,12,2025-2026,1st Semester,Male,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Resources are adequate but not exceptional,Satisfactory learning environment,Resources are adequate but not exceptional,True,192.168.9.4,91.23,3.02,4,0,0,2025-10-03T15:10:04.114271,2025-10-03T15:10:04.114271,4.0,4.0,4.0,4.0,4.0
CSS-8045,CSS,12,2025-2026,1st Semester,Prefer not to say,4,4,3,3,4,3,4,3,3,4,3,3,4,3,4,4,4,3,3,4,3,The program meets basic expectations,"Some good points, some areas for improvement",Some areas need improvement,True,192.168.62.143,84.95,2.27,3,12,0,2025-10-05T15:10:04.114271,2025-10-05T15:10:04.114271,3.5,3.5,3.25,3.75,3.5
CSS-7396,CSS,12,2025-2026,1st Semester,Other,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,It's fine but could be more engaging,Some areas need improvement,"Some good points, some areas for improvement",True,192.168.251.187,90.52,2.84,3,5,1,2025-10-07T15:10:04.114271,2025-10-07T15:10:04.114271,4.0,3.75,4.0,4.0,4.0
CSS-3069,CSS,11,2025-2026,1st Semester,Female,3,3,3,3,3,3,3,3,2,3,2,3,3,2,3,2,3,2,2,3,3,"Some good points, some areas for improvement",Not enough practical hands-on experience,Feel overwhelmed and unsupported,True,192.168.130.31,78.33,1.35,2,20,4,2025-10-09T15:10:04.114271,2025-10-09T15:10:04.114271,3.0,3.0,2.5,2.5,2.5
CSS-1420,CSS,12,2025-2026,1st Semester,Male,3,3,3,3,4,3,3,3,3,4,3,4,4,4,3,3,4,4,3,4,3,Resources are adequate but not exceptional,"Some good points, some areas for improvement",Learning pace is okay but could be better,True,192.168.112.3,79.09,2.15,3,20,2,2025-10-11T15:10:04.114271,2025-10-11T15:10:04.114271,3.0,3.25,3.5,3.5,3.75
